B01002_001E,B01003_001E,B17001_002E,B19013_001E,B19301_001E,NAME,zip code tabulation area
31.9,26056,3536,68440,36705,ZCTA5 02143,02143
30.7,23854,3435,78380,40831,ZCTA5 02144,02144
33,24659,4031,55487,29355,ZCTA5 02145,02145
35.7,59819,9528,53798,26648,ZCTA5 02148,02148
35.7,42076,5532,49368,23401,ZCTA5 02149,02149
31,36222,8468,47291,20617,ZCTA5 02150,02150
37.9,52534,8058,51863,26092,ZCTA5 02151,02151
43.4,17763,1629,64548,37720,ZCTA5 02152,02152
35,58832,5305,73567,34309,ZCTA5 02155,02155
25.7,2100,296,43989,22511,ZCTA5 02163,02163
38.1,55064,5805,58669,32613,ZCTA5 02169,02169
39.3,19796,2080,66917,31165,ZCTA5 02170,02170
39.2,17735,1741,64812,36933,ZCTA5 02171,02171
41.3,27239,1110,85704,42361,ZCTA5 02176,02176
44.6,21498,927,76127,38561,ZCTA5 02180,02180
40.7,36051,1805,81844,36351,ZCTA5 02184,02184
38.5,27094,1243,111071,46166,ZCTA5 02186,02186
41.8,14655,1131,68366,35954,ZCTA5 02188,02188
42.5,14609,1731,60059,31185,ZCTA5 02189,02189
41.2,16733,728,77329,37124,ZCTA5 02190,02190
46,8369,486,65365,34652,ZCTA5 02191,02191
46.8,1273,65,109716,141896,ZCTA5 02199,02199
,0,0,,,ZCTA5 02203,02203
37,1894,74,110333,94308,ZCTA5 02210,02210
21.6,24213,4681,35659,20651,ZCTA5 02215,02215
35.5,58982,11542,44144,21477,ZCTA5 02301,02301
35.7,34929,5017,61060,22728,ZCTA5 02302,02302
45.3,4400,50,73194,33005,ZCTA5 02322,02322
36.2,26573,1523,87015,32991,ZCTA5 02324,02324
43.3,11493,718,72161,30918,ZCTA5 02330,02330
45.5,15126,431,118272,54596,ZCTA5 02332,02332
42.9,13894,456,85912,35360,ZCTA5 02333,02333
44.4,7546,330,67760,33177,ZCTA5 02338,02338
40.7,14027,493,99250,41219,ZCTA5 02339,02339
41.3,10250,322,92560,33337,ZCTA5 02341,02341
44.9,10667,811,62292,33682,ZCTA5 02343,02343
41.2,23247,1781,77607,31719,ZCTA5 02346,02346
43,10798,586,87900,35711,ZCTA5 02347,02347
38.7,16009,551,78395,34567,ZCTA5 02351,02351
38.8,12625,245,100429,40982,ZCTA5 02356,02356
19.9,959,20,,5055,ZCTA5 02357,02357
40.4,17916,686,86887,36916,ZCTA5 02359,02359
42.7,56816,3668,76565,35456,ZCTA5 02360,02360
42.8,12673,601,82661,37330,ZCTA5 02364,02364
35,149,0,,2396,ZCTA5 02366,02366
44.9,2834,111,93563,38629,ZCTA5 02367,02367
40.6,32952,3517,62152,28092,ZCTA5 02368,02368
40.3,17546,984,66329,30051,ZCTA5 02370,02370
40.3,9833,405,86689,38628,ZCTA5 02375,02375
42.4,6928,262,80347,32725,ZCTA5 02379,02379
39.1,14567,1127,72462,32541,ZCTA5 02382,02382
46.8,14073,519,147924,69777,ZCTA5 02420,02420
44.8,17813,709,136250,70103,ZCTA5 02421,02421
35.5,20844,2177,102087,68108,ZCTA5 02445,02445
33.5,28924,4177,78814,60512,ZCTA5 02446,02446
39.5,17299,1122,81334,45644,ZCTA5 02451,02451
30.2,15025,1086,78349,31988,ZCTA5 02452,02452
32.1,28997,3271,67382,34152,ZCTA5 02453,02453
20.4,1343,0,,5860,ZCTA5 02457,02457
40.6,11602,759,95216,59071,ZCTA5 02458,02458
43.3,18339,791,133801,71128,ZCTA5 02459,02459
41.2,9046,596,102276,61686,ZCTA5 02460,02460
43.4,6808,482,122283,61088,ZCTA5 02461,02461
53.4,1412,57,83438,74279,ZCTA5 02462,02462
39.3,2947,294,81771,51744,ZCTA5 02464,02464
43.1,11673,492,139763,75857,ZCTA5 02465,02465
34.7,9105,321,105893,47551,ZCTA5 02466,02466
23.4,23092,928,115493,55288,ZCTA5 02467,02467
50.4,5267,106,201731,86528,ZCTA5 02468,02468
38.4,32622,1963,87775,44700,ZCTA5 02472,02472
40.2,26646,1177,87225,48199,ZCTA5 02474,02474
43.7,16662,489,95305,51709,ZCTA5 02476,02476
40.4,24864,1380,110633,56884,ZCTA5 02478,02478
37.1,16215,443,180607,83035,ZCTA5 02481,02481
41.4,10946,290,135089,63889,ZCTA5 02482,02482
42.9,20131,620,137839,66190,ZCTA5 02492,02492
44.2,11538,258,192563,105217,ZCTA5 02493,02493
43.4,9109,358,104543,56326,ZCTA5 02494,02494
44.3,11455,1474,59250,33808,ZCTA5 02532,02532
53.3,1247,56,96053,36703,ZCTA5 02534,02534
45.1,1283,119,67500,42716,ZCTA5 02535,02535
48.3,19470,1319,61063,33741,ZCTA5 02536,02536
42.6,6288,401,79180,32964,ZCTA5 02537,02537
35.6,3245,483,48402,24790,ZCTA5 02538,02538
49.5,4135,302,66711,38588,ZCTA5 02539,02539
56.5,8554,704,59858,49489,ZCTA5 02540,02540
22.9,1155,33,45107,16979,ZCTA5 02542,02542
49.7,736,63,66250,50348,ZCTA5 02543,02543
29.3,210,0,53125,33253,ZCTA5 02553,02553
39.9,9843,1015,85835,47658,ZCTA5 02554,02554
59.2,2852,248,77661,46442,ZCTA5 02556,02556
44.7,4563,350,69844,30190,ZCTA5 02557,02557
49,1489,235,49121,31100,ZCTA5 02558,02558
53.6,4056,409,59489,36281,ZCTA5 02559,02559
52.6,468,154,73750,32293,ZCTA5 02561,02561
45.9,3371,400,62778,33670,ZCTA5 02562,02562
47.5,9616,457,79578,38405,ZCTA5 02563,02563
41.5,381,33,59412,38888,ZCTA5 02564,02564
41.4,3995,642,48935,30955,ZCTA5 02568,02568
46.7,10497,1175,56250,30679,ZCTA5 02571,02571
44.4,2628,254,70963,30136,ZCTA5 02575,02575
41.8,4888,139,79760,30900,ZCTA5 02576,02576
,0,0,,,ZCTA5 02584,02584
42.3,13552,3134,39454,24219,ZCTA5 02601,02601
56.4,2113,542,61250,36804,ZCTA5 02630,02630
52.1,9610,674,61397,35158,ZCTA5 02631,02631
50.1,11543,626,67422,33787,ZCTA5 02632,02632
56.3,3868,349,66516,46448,ZCTA5 02633,02633
50.5,3355,65,78583,43999,ZCTA5 02635,02635
47.6,84,0,,26569,ZCTA5 02637,02637
59.3,3355,284,58750,37471,ZCTA5 02638,02638
45.8,3138,840,46510,27757,ZCTA5 02639,02639
66.5,355,11,128576,55869,ZCTA5 02641,02641
56.7,4919,333,58056,36116,ZCTA5 02642,02642
,17,0,,,ZCTA5 02643,02643
34.9,4469,140,90540,28462,ZCTA5 02644,02644
48.8,9487,879,62835,30999,ZCTA5 02645,02645
60.5,1946,62,66771,43275,ZCTA5 02646,02646
66.1,129,0,146705,58517,ZCTA5 02647,02647
48.1,6898,382,68260,41204,ZCTA5 02648,02648
49.1,14000,998,63657,34717,ZCTA5 02649,02649
60.9,1222,82,66932,48467,ZCTA5 02650,02650
,26,0,,,ZCTA5 02651,02651
52.9,1133,85,52639,37742,ZCTA5 02652,02652
62.2,5982,199,59938,42209,ZCTA5 02653,02653
54.9,3943,248,72546,56395,ZCTA5 02655,02655
53.3,2964,363,41140,45204,ZCTA5 02657,02657
59.4,837,33,51033,34619,ZCTA5 02659,02659
52.2,6018,918,49024,30437,ZCTA5 02660,02660
34.9,121,0,21912,24332,ZCTA5 02663,02663
53.2,9487,1049,47873,31253,ZCTA5 02664,02664
61.5,598,104,61477,42750,ZCTA5 02666,02666
61.6,2891,381,51908,39902,ZCTA5 02667,02667
47.5,2755,141,80296,42993,ZCTA5 02668,02668
66,211,0,100109,41827,ZCTA5 02669,02669
61.3,1302,326,49871,38015,ZCTA5 02670,02670
57.8,844,43,45769,52292,ZCTA5 02671,02671
57.3,150,0,205324,46733,ZCTA5 02672,02672
47,8407,563,55204,32671,ZCTA5 02673,02673
60.3,6254,366,61365,41238,ZCTA5 02675,02675
39.9,4567,320,89833,31246,ZCTA5 02702,02702
39.4,43677,3871,67039,30978,ZCTA5 02703,02703
60.8,114,6,38333,26096,ZCTA5 02713,02713
39.4,3195,189,86823,31251,ZCTA5 02715,02715
42.8,4356,155,81150,32987,ZCTA5 02717,02717
40.5,6774,351,80211,29144,ZCTA5 02718,02718
45.9,15952,1620,60326,30381,ZCTA5 02719,02719
40.2,30811,5204,41910,25090,ZCTA5 02720,02720
36.3,26141,7053,30180,19321,ZCTA5 02721,02721
37.3,14298,3947,28120,18980,ZCTA5 02723,02723
40.4,16769,4193,27390,18827,ZCTA5 02724,02724
50.3,2717,155,67396,27714,ZCTA5 02725,02725
43.6,15524,1039,74141,32263,ZCTA5 02726,02726
48.4,4915,176,80456,45269,ZCTA5 02738,02738
44.8,6086,183,78864,35941,ZCTA5 02739,02739
37.4,43308,10617,34259,20649,ZCTA5 02740,02740
42.7,10321,383,66276,31463,ZCTA5 02743,02743
36.6,11722,3109,31216,18190,ZCTA5 02744,02744
39.7,24830,2603,47536,26093,ZCTA5 02745,02745
32,14835,5489,25623,15948,ZCTA5 02746,02746
36.8,22092,1006,71073,25441,ZCTA5 02747,02747
47.7,12591,780,64077,37929,ZCTA5 02748,02748
38.2,27081,1178,78087,34793,ZCTA5 02760,02760
40.2,8429,465,77109,39346,ZCTA5 02762,02762
40.7,1638,42,125769,39837,ZCTA5 02763,02763
43.2,3926,108,79615,37724,ZCTA5 02764,02764
39.5,19209,877,81069,32414,ZCTA5 02766,02766
40.9,13450,890,80761,34853,ZCTA5 02767,02767
43.3,11664,391,82500,36959,ZCTA5 02769,02769
44.5,5275,270,88636,37301,ZCTA5 02770,02770
43.6,13932,615,70966,34580,ZCTA5 02771,02771
45.3,15943,1092,71179,33070,ZCTA5 02777,02777
40.1,6452,383,90741,33189,ZCTA5 02779,02779
40.7,49151,6740,49732,26055,ZCTA5 02780,02780
46.2,16154,523,78750,35011,ZCTA5 02790,02790
65.2,80,0,71042,58534,ZCTA5 02791,02791
37.2,919,0,48456,42134,ZCTA5 02802,02802
47.1,2587,85,71772,33192,ZCTA5 02804,02804
44.8,16298,240,103696,54414,ZCTA5 02806,02806
54.8,836,84,90491,52486,ZCTA5 02807,02807
36,2202,231,73382,30863,ZCTA5 02808,02808
42.3,22531,1710,62358,31526,ZCTA5 02809,02809
36.9,1969,9,110233,35637,ZCTA5 02812,02812
44.9,7821,770,69349,34602,ZCTA5 02813,02813
44.5,7477,253,82127,32640,ZCTA5 02814,02814
40.2,200,0,125000,47267,ZCTA5 02815,02815
43,32800,2710,64581,29936,ZCTA5 02816,02816
41.3,6102,386,78438,36160,ZCTA5 02817,02817
45.3,18241,853,85429,54361,ZCTA5 02818,02818
44.2,6460,600,82189,36185,ZCTA5 02822,02822
47.4,5305,232,81923,36152,ZCTA5 02825,02825
48.3,637,56,33203,20529,ZCTA5 02826,02826
47.7,2067,198,93750,35893,ZCTA5 02827,02827
48.2,7403,312,75408,38147,ZCTA5 02828,02828
43.7,6356,305,66658,34376,ZCTA5 02830,02830
44.5,3129,192,82207,33365,ZCTA5 02831,02831
43.9,5263,221,57318,29245,ZCTA5 02832,02832
59.7,513,26,64554,44846,ZCTA5 02833,02833
49.8,5423,372,90484,54915,ZCTA5 02835,02835
30.8,103,0,68500,35931,ZCTA5 02836,02836
51.4,3490,269,85852,49693,ZCTA5 02837,02837
37.9,3615,429,47323,25803,ZCTA5 02838,02838
42.1,1617,149,73750,31063,ZCTA5 02839,02839
38.7,23306,2334,60751,38498,ZCTA5 02840,02840
26.1,1066,0,,34581,ZCTA5 02841,02841
41.8,16116,1521,69495,34094,ZCTA5 02842,02842
42.8,22567,1727,77049,39199,ZCTA5 02852,02852
45.6,8919,512,76775,36536,ZCTA5 02857,02857
46.6,605,0,92500,56813,ZCTA5 02858,02858
43.4,6932,675,58828,28461,ZCTA5 02859,02859
34.9,43862,11121,32614,19486,ZCTA5 02860,02860
39.9,27431,2478,54184,25198,ZCTA5 02861,02861
29.4,19387,5843,27993,14074,ZCTA5 02863,02863
42.8,33429,1807,72416,35306,ZCTA5 02864,02864
43,16881,686,78429,40867,ZCTA5 02865,02865
46,17155,1331,74494,44918,ZCTA5 02871,02871
52.9,184,0,,35756,ZCTA5 02872,02872
38.4,181,20,72273,45086,ZCTA5 02873,02873
39,6077,292,109375,44544,ZCTA5 02874,02874
47,428,47,80438,40517,ZCTA5 02875,02875
61.1,237,0,58438,41172,ZCTA5 02876,02876
46.9,15805,768,73085,37587,ZCTA5 02878,02878
46.3,20675,1070,75692,42125,ZCTA5 02879,02879
19.8,7681,473,80844,17818,ZCTA5 02881,02881
42.2,13966,2460,64852,41702,ZCTA5 02882,02882
42.4,10597,1011,54295,30687,ZCTA5 02885,02885
46,28758,2132,61682,35112,ZCTA5 02886,02886
43.6,19551,1321,57659,31704,ZCTA5 02888,02888
42,28571,2249,64006,30696,ZCTA5 02889,02889
44.8,21248,2294,60394,34266,ZCTA5 02891,02891
48.4,4256,144,66033,40897,ZCTA5 02892,02892
38.9,29416,4379,51397,27891,ZCTA5 02893,02893
43.1,563,48,83417,36384,ZCTA5 02894,02894
36.5,41113,10382,36058,21088,ZCTA5 02895,02895
48,11782,555,77658,36485,ZCTA5 02896,02896
47.6,1231,110,92708,33828,ZCTA5 02898,02898
27.3,10613,2768,26173,26146,ZCTA5 02903,02903
40.2,28793,5516,41649,25191,ZCTA5 02904,02904
30.3,25285,7303,41332,21109,ZCTA5 02905,02905
29.9,28920,4124,65531,45404,ZCTA5 02906,02906
29.5,27448,8536,28819,13987,ZCTA5 02907,02907
29,36842,8174,42640,20203,ZCTA5 02908,02908
29,43752,13976,32036,15386,ZCTA5 02909,02909
39,20135,2248,55893,27052,ZCTA5 02910,02910
40.8,15811,1769,51288,27389,ZCTA5 02911,02911
19.9,1850,0,,4599,ZCTA5 02912,02912
39.8,21978,3370,40642,22148,ZCTA5 02914,02914
45.7,16381,1249,51928,30710,ZCTA5 02915,02915
42.9,8700,459,63480,35834,ZCTA5 02916,02916
34.6,14051,363,72983,29501,ZCTA5 02917,02917
44.6,28910,2743,56377,30008,ZCTA5 02919,02919
42.8,38679,3871,53675,25788,ZCTA5 02920,02920
41.3,12207,293,98458,40551,ZCTA5 02921,02921
44.4,11283,323,110809,48600,ZCTA5 03031,03031
41.9,5027,175,98125,38501,ZCTA5 03032,03032
41.9,5023,108,105255,39540,ZCTA5 03033,03033
45,3961,174,93359,36573,ZCTA5 03034,03034
43,4789,277,105104,39816,ZCTA5 03036,03036
42.4,4248,145,89186,36186,ZCTA5 03037,03037
39.2,33417,2400,64642,30354,ZCTA5 03038,03038
40.9,6460,282,74609,32453,ZCTA5 03042,03042
47.5,1547,76,83393,37480,ZCTA5 03043,03043
43.1,4290,108,82375,36421,ZCTA5 03044,03044
42.6,13742,516,69387,33628,ZCTA5 03045,03045
43.2,2774,209,99464,42354,ZCTA5 03046,03046
43.7,1496,93,68750,31066,ZCTA5 03047,03047
43.6,3513,389,62321,28864,ZCTA5 03048,03048
46.4,7700,111,113125,51368,ZCTA5 03049,03049
40.7,24541,1102,88600,36109,ZCTA5 03051,03051
38.4,8299,194,103182,35674,ZCTA5 03052,03052
39.9,24013,667,92053,38683,ZCTA5 03053,03053
42.8,25538,1055,88555,38711,ZCTA5 03054,03054
40,15067,1007,64162,31909,ZCTA5 03055,03055
43.7,2534,187,92396,37197,ZCTA5 03057,03057
35.3,28959,5834,44646,24748,ZCTA5 03060,03060
41.5,27338,902,82826,37959,ZCTA5 03062,03062
36.6,15936,736,78191,37852,ZCTA5 03063,03063
40.6,14533,1693,64026,34045,ZCTA5 03064,03064
40.8,5291,141,99474,43563,ZCTA5 03070,03070
37.5,5112,242,81088,33886,ZCTA5 03071,03071
40.7,12960,599,91301,37663,ZCTA5 03076,03076
39.5,10218,666,61488,27774,ZCTA5 03077,03077
42.8,28820,1301,76497,36598,ZCTA5 03079,03079
44.3,1515,81,82361,35671,ZCTA5 03082,03082
44.5,1605,135,55000,26644,ZCTA5 03084,03084
43.7,3812,282,74750,37125,ZCTA5 03086,03086
41.9,13777,464,113170,48701,ZCTA5 03087,03087
36,2940,747,27143,34163,ZCTA5 03101,03101
34.3,31806,4549,50049,25866,ZCTA5 03102,03102
35.2,36432,6138,49518,23041,ZCTA5 03103,03103
37.6,33145,3660,60468,32130,ZCTA5 03104,03104
40.3,13470,324,81640,34478,ZCTA5 03106,03106
40.8,9711,307,79229,34852,ZCTA5 03109,03109
42.7,21339,792,122517,53755,ZCTA5 03110,03110
56.3,240,10,73472,42163,ZCTA5 03215,03215
47.1,2138,184,71466,30157,ZCTA5 03216,03216
39.5,1796,329,39390,22083,ZCTA5 03217,03217
37.7,893,44,102917,31388,ZCTA5 03218,03218
40.1,7337,534,61174,24796,ZCTA5 03220,03220
46.5,2014,82,62872,31153,ZCTA5 03221,03221
45.3,5684,532,50453,26465,ZCTA5 03222,03222
44.3,3384,145,50968,34424,ZCTA5 03223,03223
48,2290,85,86838,39908,ZCTA5 03224,03224
41.8,3700,101,62201,30081,ZCTA5 03225,03225
51.3,994,73,69861,38513,ZCTA5 03226,03226
48.6,1039,51,54444,28846,ZCTA5 03227,03227
45.4,5594,171,81250,41471,ZCTA5 03229,03229
42.5,1371,158,51094,23883,ZCTA5 03230,03230
55,313,48,68553,32447,ZCTA5 03231,03231
52.7,96,11,105341,25359,ZCTA5 03233,03233
45.8,4596,155,73723,33447,ZCTA5 03234,03234
40.5,8596,1745,41828,21290,ZCTA5 03235,03235
50.6,2155,185,67969,32932,ZCTA5 03237,03237
28.9,89,0,49125,17911,ZCTA5 03238,03238
46.6,1318,189,46490,24265,ZCTA5 03240,03240
49.4,838,155,55833,26510,ZCTA5 03241,03241
29.3,4815,255,64913,26622,ZCTA5 03242,03242
46.8,1200,51,56667,25116,ZCTA5 03243,03243
39.1,7988,938,55683,27653,ZCTA5 03244,03244
52,1674,94,62679,40889,ZCTA5 03245,03245
45.4,16001,2346,47757,28373,ZCTA5 03246,03246
49.4,7136,528,63527,37616,ZCTA5 03249,03249
45.4,1264,304,34792,21380,ZCTA5 03251,03251
47,6284,755,57067,36587,ZCTA5 03253,03253
54.6,4065,147,72110,55428,ZCTA5 03254,03254
48.1,1968,129,70455,34021,ZCTA5 03255,03255
42.9,2288,243,72872,26736,ZCTA5 03256,03256
51.3,4584,226,72159,35753,ZCTA5 03257,03257
43.7,2519,137,75326,33497,ZCTA5 03258,03258
55.8,303,6,59167,37583,ZCTA5 03259,03259
47.4,805,49,73229,32554,ZCTA5 03260,03260
44.2,4253,305,68398,35153,ZCTA5 03261,03261
45,1111,42,49583,29282,ZCTA5 03262,03262
39.6,4101,810,61326,24752,ZCTA5 03263,03263
23.7,7469,1212,42599,20284,ZCTA5 03264,03264
47.2,2234,385,47130,29324,ZCTA5 03266,03266
45.6,1295,64,67100,28928,ZCTA5 03268,03268
48.3,2966,45,65000,32494,ZCTA5 03269,03269
54.8,279,13,63333,31386,ZCTA5 03273,03273
38.6,11447,895,60470,29040,ZCTA5 03275,03275
41.9,8394,1106,58449,25690,ZCTA5 03276,03276
44.7,2991,192,70385,33808,ZCTA5 03278,03278
47.3,650,115,39261,23784,ZCTA5 03279,03279
51.4,1074,126,54500,29190,ZCTA5 03280,03280
37.3,8828,171,86674,33744,ZCTA5 03281,03281
49.3,900,134,44837,22299,ZCTA5 03282,03282
39.3,1140,37,70938,28451,ZCTA5 03284,03284
46.3,2473,137,59191,29732,ZCTA5 03285,03285
46.2,1286,102,75833,35054,ZCTA5 03287,03287
41.4,4747,160,81653,36454,ZCTA5 03290,03290
20.9,34,0,,28909,ZCTA5 03291,03291
53.7,87,0,65833,27762,ZCTA5 03293,03293
40.5,32665,3291,51848,30840,ZCTA5 03301,03301
40.7,15665,1447,56983,27860,ZCTA5 03303,03303
45.3,7573,185,104905,43243,ZCTA5 03304,03304
43.2,5321,390,69679,30136,ZCTA5 03307,03307
35.8,25563,3652,51744,27090,ZCTA5 03431,03431
44.2,2639,268,64224,27225,ZCTA5 03440,03440
31.8,584,0,62188,28283,ZCTA5 03441,03441
36.7,1497,94,58750,27563,ZCTA5 03442,03442
43.2,918,12,67266,24708,ZCTA5 03443,03443
47.6,1674,103,64911,33640,ZCTA5 03444,03444
39.5,697,45,61875,28796,ZCTA5 03445,03445
44.8,6131,677,54213,28549,ZCTA5 03446,03446
47.3,2567,118,49783,31175,ZCTA5 03447,03447
50.8,662,80,45417,26556,ZCTA5 03448,03448
49.9,1791,104,78702,41737,ZCTA5 03449,03449
52.4,860,22,53947,35812,ZCTA5 03450,03450
45.7,4018,296,45406,23350,ZCTA5 03451,03451
44.4,5440,425,64500,28664,ZCTA5 03452,03452
46.1,1922,77,62540,30575,ZCTA5 03455,03455
43,782,31,67841,28506,ZCTA5 03456,03456
52.1,695,31,66500,41751,ZCTA5 03457,03457
49.3,6678,261,66406,40329,ZCTA5 03458,03458
26.3,5950,802,61875,25058,ZCTA5 03461,03461
42.5,1840,119,86089,39435,ZCTA5 03462,03462
45.4,1053,45,65833,29149,ZCTA5 03464,03464
36.9,2313,288,49180,25887,ZCTA5 03465,03465
49.1,888,0,81827,37348,ZCTA5 03466,03466
47.2,1923,112,75234,31780,ZCTA5 03467,03467
44.9,4660,856,44091,22725,ZCTA5 03470,03470
46.1,5941,521,49214,28402,ZCTA5 03561,03561
45.1,9836,1487,37856,21936,ZCTA5 03570,03570
44.4,2529,362,49455,27626,ZCTA5 03574,03574
50.5,106,78,14821,11202,ZCTA5 03575,03575
50.1,3277,468,42100,23551,ZCTA5 03576,03576
54.5,419,62,31625,25774,ZCTA5 03579,03579
51.7,1515,45,69688,36693,ZCTA5 03580,03580
45.2,3179,213,47861,28045,ZCTA5 03581,03581
44,2542,375,36722,19118,ZCTA5 03582,03582
49.8,864,59,50000,28028,ZCTA5 03583,03583
46.9,3657,406,39219,27336,ZCTA5 03584,03584
46.3,2593,295,48162,27003,ZCTA5 03585,03585
54.5,574,54,78370,41089,ZCTA5 03586,03586
49.8,1642,111,54950,29392,ZCTA5 03588,03588
46.7,977,270,28393,20288,ZCTA5 03590,03590
56.3,1300,168,35478,26630,ZCTA5 03592,03592
56.9,459,11,70694,38066,ZCTA5 03593,03593
40.1,838,133,54375,27547,ZCTA5 03595,03595
48.9,375,52,29167,16864,ZCTA5 03597,03597
47.2,3119,294,46309,24787,ZCTA5 03598,03598
40.9,553,24,53750,20916,ZCTA5 03601,03601
42.8,2759,171,64145,28415,ZCTA5 03602,03602
47.2,5324,534,45239,23362,ZCTA5 03603,03603
27,237,44,34231,34096,ZCTA5 03604,03604
43,1189,122,58942,26808,ZCTA5 03605,03605
52.4,293,25,41667,25210,ZCTA5 03607,03607
45.2,2304,64,52976,28421,ZCTA5 03608,03608
36.1,1179,139,54306,26992,ZCTA5 03609,03609
51.5,747,77,48409,24924,ZCTA5 03740,03740
46,4261,459,62642,28771,ZCTA5 03741,03741
41.1,13956,2106,42613,22749,ZCTA5 03743,03743
49.3,1462,55,71875,32495,ZCTA5 03745,03745
46.5,152,0,74167,40038,ZCTA5 03746,03746
45.9,4580,148,79974,45180,ZCTA5 03748,03748
41.4,1099,86,111758,55427,ZCTA5 03750,03750
58.5,408,5,96250,46160,ZCTA5 03751,03751
49.9,728,80,51563,28060,ZCTA5 03752,03752
45,2966,84,96638,40964,ZCTA5 03753,03753
,0,0,,,ZCTA5 03754,03754
22.7,10311,716,91610,31861,ZCTA5 03755,03755
32.7,698,194,51250,23711,ZCTA5 03765,03765
39.9,9591,816,53112,33006,ZCTA5 03766,03766
44.8,1937,64,107692,60813,ZCTA5 03768,03768
33.8,528,0,91250,33356,ZCTA5 03770,03770
49.1,1016,65,58173,26411,ZCTA5 03771,03771
45.7,7750,742,53955,26841,ZCTA5 03773,03773
46.1,1735,76,49335,26309,ZCTA5 03774,03774
39.8,1454,85,73984,33157,ZCTA5 03777,03777
48,817,49,75833,35980,ZCTA5 03779,03779
51.3,343,10,55208,30147,ZCTA5 03780,03780
45.1,2002,23,105272,43530,ZCTA5 03781,03781
50.5,3071,223,73971,41690,ZCTA5 03782,03782
37.5,3724,761,50643,33704,ZCTA5 03784,03784
44.1,2569,577,39033,21085,ZCTA5 03785,03785
41.4,22005,1834,65355,39829,ZCTA5 03801,03801
42.3,3749,307,63202,30418,ZCTA5 03809,03809
47,1510,61,63462,31333,ZCTA5 03810,03810
46.9,6775,220,95536,42505,ZCTA5 03811,03811
58.1,616,28,35278,21317,ZCTA5 03812,03812
43.5,3693,369,51712,23245,ZCTA5 03813,03813
45.3,2471,423,46000,22378,ZCTA5 03814,03814
48.4,1420,148,60670,27599,ZCTA5 03816,03816
49.4,656,95,41336,47619,ZCTA5 03817,03817
46.4,3628,434,42033,25714,ZCTA5 03818,03818
41.5,4410,142,85208,31443,ZCTA5 03819,03819
36.1,30228,2543,57401,30850,ZCTA5 03820,03820
37.6,2034,127,89444,37211,ZCTA5 03823,03823
20.8,14949,1712,71250,23342,ZCTA5 03824,03824
41.5,8552,449,81536,34571,ZCTA5 03825,03825
46.1,2670,123,86652,37839,ZCTA5 03826,03826
45.9,3221,103,89333,39869,ZCTA5 03827,03827
55,1708,164,40643,22151,ZCTA5 03830,03830
59.6,366,2,60000,41152,ZCTA5 03832,03832
44,21083,1556,81413,38995,ZCTA5 03833,03833
41.7,6797,939,51382,28657,ZCTA5 03835,03835
55.4,1200,118,48036,27843,ZCTA5 03836,03836
39,1616,287,61150,23101,ZCTA5 03837,03837
46.9,981,62,54926,41056,ZCTA5 03838,03838
36.5,3796,706,55938,27082,ZCTA5 03839,03839
43.7,3815,121,83288,54229,ZCTA5 03840,03840
47.6,6110,188,93566,40868,ZCTA5 03841,03841
48.6,14788,1107,67251,42125,ZCTA5 03842,03842
44.9,2321,71,114000,59683,ZCTA5 03844,03844
41.9,1248,166,49676,25644,ZCTA5 03845,03845
51.1,1029,75,73182,38903,ZCTA5 03846,03846
52.2,272,0,80524,41742,ZCTA5 03847,03847
42.9,6057,264,65579,37266,ZCTA5 03848,03848
45.6,1306,43,53523,31256,ZCTA5 03849,03849
60,230,0,69519,37250,ZCTA5 03850,03850
44.1,3946,327,61947,36320,ZCTA5 03851,03851
33.7,639,160,39583,16047,ZCTA5 03852,03852
41.1,732,44,64583,43081,ZCTA5 03853,03853
56.1,930,24,103269,82879,ZCTA5 03854,03854
45,2644,135,78472,34092,ZCTA5 03855,03855
42.4,1634,2,113125,50700,ZCTA5 03856,03856
35.9,8968,995,57625,32211,ZCTA5 03857,03857
39.1,4665,345,78819,34035,ZCTA5 03858,03858
42.8,3964,599,42967,25309,ZCTA5 03860,03860
41.6,4346,137,93527,40517,ZCTA5 03861,03861
50.7,4328,127,78596,61736,ZCTA5 03862,03862
40.1,1495,255,47700,19371,ZCTA5 03864,03864
42.7,7614,413,75224,31204,ZCTA5 03865,03865
42.5,19901,2225,46704,28347,ZCTA5 03867,03867
42.7,6185,594,53598,25481,ZCTA5 03868,03868
39.9,2505,218,62798,31867,ZCTA5 03869,03869
51.3,5301,210,95000,52887,ZCTA5 03870,03870
,17,0,,,ZCTA5 03871,03871
50.1,3545,180,48900,29297,ZCTA5 03872,03872
37.3,5829,408,79623,36794,ZCTA5 03873,03873
47.3,9037,817,54167,30229,ZCTA5 03874,03874
52,1168,70,56744,34636,ZCTA5 03875,03875
34.2,11804,1740,53241,24132,ZCTA5 03878,03878
47.9,1377,237,45156,22011,ZCTA5 03882,03882
49.7,61,0,128281,46248,ZCTA5 03883,03883
45.2,3998,37,93629,35366,ZCTA5 03884,03884
44.5,7086,43,108713,54916,ZCTA5 03885,03885
51.5,2059,419,39643,29754,ZCTA5 03886,03886
42.1,1988,167,48214,25218,ZCTA5 03887,03887
47.7,350,162,16278,16887,ZCTA5 03890,03890
54.8,6252,435,65903,39365,ZCTA5 03894,03894
37.2,7341,498,63264,25309,ZCTA5 03901,03901
